Cle,PartOrganizationID,PartInstitution-…tablissement,ProvinceEN,ProvinceFR,CountryEN,CountryFR,FiscalYear-Exercice financier
458240,6482,Tembec Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458240,6367,Forintek Canada Corp.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458240,26604,FPInnovations,QuÈbec,QuÈbec,CANADA,CANADA,2010
458240,25259,Association des entrepreneurs en travaux sylvicoles du QuÈbec,QuÈbec,QuÈbec,CANADA,CANADA,2010
458240,75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
458240,1678,Ministry of Forests and Range,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
460995,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2010
463314,25066,Objects Research Systems,QuÈbec,QuÈbec,CANADA,CANADA,2010
471793,15977,Petroleum Research Atlantic Canada,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2010
467096,2555,Defence Research and Development Canada,Ontario,Ontario,CANADA,CANADA,2010
467096,26249,CA Canada Inc.,Ontario,Ontario,CANADA,CANADA,2010
460637,6365,Stelco Inc.,Ontario,Ontario,CANADA,CANADA,2010
459276,26588,Gerdau Ameristeel Corporation,Ontario,Ontario,CANADA,CANADA,2010
459276,26589,Nucor Steel Auburn Inc,New York,New York,UNITED STATES,…TATS-UNIS,2010
459212,22503,NeuroRx Research,QuÈbec,QuÈbec,CANADA,CANADA,2010
471894,6019,Xerox Research Centre of Canada,Ontario,Ontario,CANADA,CANADA,2010
471972,31103,KnowCharge Inc.,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
462103,21877,Mixedwood Management Association,Alberta,Alberta,CANADA,CANADA,2010
462103,21878,Forest Resources Improvement Association of Alberta,Alberta,Alberta,CANADA,CANADA,2010
463251,29468,IPSFAD Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
463251,28230,Pisciculture Gilbert,QuÈbec,QuÈbec,CANADA,CANADA,2010
463251,2967,"MinistËre de l'agriculture, des pÍcheries et de l'alimentation",QuÈbec,QuÈbec,CANADA,CANADA,2010
463251,22318,Association des Aquaculteurs du QuÈbec,QuÈbec,QuÈbec,CANADA,CANADA,2010
463251,29639,ArcelorMittal Montreal Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458813,23860,EnviroSim Associates Ltd,Ontario,Ontario,CANADA,CANADA,2010
463251,29640,Excell Materials,QuÈbec,QuÈbec,CANADA,CANADA,2010
463251,11917,SociÈtÈ de recherche et de dÈveloppement en aquaculture continentale,QuÈbec,QuÈbec,CANADA,CANADA,2010
458813,25436,Ville de Saint-Hyacinthe,QuÈbec,QuÈbec,CANADA,CANADA,2010
463251,26254,Jacques Whitford Limited,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2010
463251,23230,"MinistËre du DÈveloppement durable, de l'Environnement et des Parcs",QuÈbec,QuÈbec,CANADA,CANADA,2010
458813,2486,John Meunier Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
463251,17143,Pisciculture des AllÈghanys Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
463358,27872,Envision Sustainability Tools Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
463358,29276,SAP BusinessObjects,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
461660,6142,Fisheries and Oceans Canada,Ontario,Ontario,CANADA,CANADA,2010
461660,28403,Newfoundland Cod Broodstock Company Ltd,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2010
461660,25122,Genome Atlantic,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2010
471942,31104,Sentrex Wind Services Inc.,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
462114,5911,Atomic Energy of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2010
471872,31059,CSP-Coating Solutions Plus,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
462114,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2010
461683,6142,Fisheries and Oceans Canada,Ontario,Ontario,CANADA,CANADA,2010
471903,31075,Qijuk Design Innovations Inc.,Ontario,Ontario,CANADA,CANADA,2010
472791,31436,Holoptik Technologies Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
471498,7835,Hatfield Consultants Ltd.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471751,31011,Valhalla Consulting Inc,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
467452,4148,CAMECO Corp,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
460800,3873,Kraft Inc.,Illinois,Illinois,UNITED STATES,…TATS-UNIS,2010
464675,4716,Ontario Soybean Growers,Ontario,Ontario,CANADA,CANADA,2010
460800,5336,Ontario Dairy Council,Ontario,Ontario,CANADA,CANADA,2010
467337,27847,Cleanfield Energy,Ontario,Ontario,CANADA,CANADA,2010
467100,10867,Techmat Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
467100,6717,"Rousseau, SauvÈ, Warren Inc.",QuÈbec,QuÈbec,CANADA,CANADA,2010
467100,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
467100,29112,AECOM,Ontario,Ontario,CANADA,CANADA,2010
467100,23230,"MinistËre du DÈveloppement durable, de l'Environnement et des Parcs",QuÈbec,QuÈbec,CANADA,CANADA,2010
467100,30338,Groupe Qualitas Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
467100,22068,SRK Consulting Engineers & Scientists,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
467100,6568,SNC - Lavalin Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
467100,11975,GENIVAR Inc.,Ontario,Ontario,CANADA,CANADA,2010
461036,25441,Xstrata Nickel,Ontario,Ontario,CANADA,CANADA,2010
458200,14845,Produits forestiers Anticosti inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458856,14845,Produits forestiers Anticosti inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
461036,25251,QuÈbec Outfitters Federation Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
461036,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
461036,21724,Makivik Corporation,QuÈbec,QuÈbec,CANADA,CANADA,2010
458200,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2010
458856,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2010
461036,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2010
467465,24973,Thermal Electronics Corp.,Ontario,Ontario,CANADA,CANADA,2010
472995,31342,Gosco Valve,Ontario,Ontario,CANADA,CANADA,2010
457621,26731,Vantrix,QuÈbec,QuÈbec,CANADA,CANADA,2010
457621,23908,VoiceAge Networks,QuÈbec,QuÈbec,CANADA,CANADA,2010
462895,27518,Vale Inco,Ontario,Ontario,CANADA,CANADA,2010
467751,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2010
462895,7264,The Mining Association of Canada,Ontario,Ontario,CANADA,CANADA,2010
467751,6142,Fisheries and Oceans Canada,Ontario,Ontario,CANADA,CANADA,2010
464820,25004,Centre for Community Mapping,Ontario,Ontario,CANADA,CANADA,2010
460993,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2010
459250,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2010
471901,17220,Teck Cominco Limited,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,7328,Association of Professional Engineers and Geoscientists of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,31026,Glotman-Simpson Consulting Engineers,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,11870,Stantec Consulting Ltd,Alberta,Alberta,CANADA,CANADA,2010
471901,30986,Nemetz (S/A) & Associates Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,30988,Stanley Cowdell,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,3386,BC Hydro,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,31044,Karen Savage,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,30985,Henry Man,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,6417,Golder Associates Ltd (CAN),Ontario,Ontario,CANADA,CANADA,2010
471901,26669,WorleyParsons HGE,Ontario,Ontario,CANADA,CANADA,2010
471901,30983,Kenneth Spencer,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471901,30984,Catherine Roome,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
472299,31323,Deep Bay Marine Plants,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
462189,6374,Social Sciences and Humanities Research Council,Ontario,Ontario,CANADA,CANADA,2010
462189,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2010
463013,6323,Imperial Oil Resources Ltd,Alberta,Alberta,CANADA,CANADA,2010
463013,25108,Total E&P Canada Ltd.,Alberta,Alberta,CANADA,CANADA,2010
463013,9828,Nexen Inc.,Alberta,Alberta,CANADA,CANADA,2010
463013,7622,Canadian Association of Petroleum Producers,Alberta,Alberta,CANADA,CANADA,2010
463013,6288,E.I. du Pont Canada Company,Ontario,Ontario,CANADA,CANADA,2010
463013,29250,Davey Fabrics Inc.,Ontario,Ontario,CANADA,CANADA,2010
467979,7304,BASF Corporation,New Jersey,New Jersey,UNITED STATES,…TATS-UNIS,2010
467979,6510,Torcan Chemical Ltd,Ontario,Ontario,CANADA,CANADA,2010
460864,15395,SiliCycle Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
460864,6616,Merck Frosst Canada Ltd,QuÈbec,QuÈbec,CANADA,CANADA,2010
471963,21811,Norcada Inc.,Alberta,Alberta,CANADA,CANADA,2010
460613,6599,Manitoba Hydro,Manitoba,Manitoba,CANADA,CANADA,2010
467485,30467,Tekle Technical Services,Alberta,Alberta,CANADA,CANADA,2010
473155,28637,Contech Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
460981,1760,Bank of Nova Scotia,Ontario,Ontario,CANADA,CANADA,2010
459774,2402,IBM Canada Ltd,Ontario,Ontario,CANADA,CANADA,2010
461140,28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
461140,51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
473172,2555,Defence Research and Development Canada,Ontario,Ontario,CANADA,CANADA,2010
461140,2555,Defence Research and Development Canada,Ontario,Ontario,CANADA,CANADA,2010
473172,5321,Ericsson Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
461140,5321,Ericsson Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
461140,70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2010
452590,6011,3M Canada Company,Ontario,Ontario,CANADA,CANADA,2010
459209,6011,3M Canada Company,Ontario,Ontario,CANADA,CANADA,2010
463391,29500,Yava Technologies,Ontario,Ontario,CANADA,CANADA,2010
452590,6648,E-One Moli Energy (Canada) Limited,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471959,26472,Biopeak Corporation,Ontario,Ontario,CANADA,CANADA,2010
471561,25107,Larus Technologies Corp.,Ontario,Ontario,CANADA,CANADA,2010
467674,15214,Saskatchewan Canola Development Commission,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
467674,25340,Sask. Mustard Development Commission,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
464003,6431,Syncrude Canada Ltd,Alberta,Alberta,CANADA,CANADA,2010
467674,51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
467674,6351,Saskatchewan Research Council,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
458829,6278,Domtar Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,6278,Domtar Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
464078,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2010
458829,6887,Centre de recherche industrielle du QuÈbec,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,9136,MinistËre des Ressources naturelles et Faune,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,4363,Kruger Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,4363,Kruger Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,5994,Bell Canada,Ontario,Ontario,CANADA,CANADA,2010
458829,5994,Bell Canada,Ontario,Ontario,CANADA,CANADA,2010
459780,25507,Groupe de scieries G.D.S. Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,25507,Groupe de scieries G.D.S. Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,14887,Bowater Canadian Forest Products Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,14887,Bowater Canadian Forest Products Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,6367,Forintek Canada Corp.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,6367,Forintek Canada Corp.,QuÈbec,QuÈbec,CANADA,CANADA,2010
464078,26604,FPInnovations,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,26604,FPInnovations,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,26604,FPInnovations,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,25506,Exact Modus,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,25506,Exact Modus,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,8992,CGI,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,8992,CGI,QuÈbec,QuÈbec,CANADA,CANADA,2010
459780,4718,Industries Maibec Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458829,4718,Industries Maibec Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
460937,26604,FPInnovations,QuÈbec,QuÈbec,CANADA,CANADA,2010
460937,4363,Kruger Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
463931,5523,Micralyne Inc.,Alberta,Alberta,CANADA,CANADA,2010
467372,11909,Northern Digital Inc.,Ontario,Ontario,CANADA,CANADA,2010
462894,29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
462894,1676,Nortel Networks Corporation,Ontario,Ontario,CANADA,CANADA,2010
460845,27759,Lyndon Fish Hatcheries Inc.,Ontario,Ontario,CANADA,CANADA,2010
461648,25100,Alcoa Canada ltÈe,QuÈbec,QuÈbec,CANADA,CANADA,2010
459850,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
472891,9129,Agrium,Alberta,Alberta,CANADA,CANADA,2010
463493,3762,TransCanada PipeLines Limited,Alberta,Alberta,CANADA,CANADA,2010
472803,31438,GenTex Oilfield Manufacturing Inc.,Alberta,Alberta,CANADA,CANADA,2010
467268,10221,Le Groupe Lavergne Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
456998,9896,Research in Motion Limited,Ontario,Ontario,CANADA,CANADA,2010
463375,29455,Mainstream Canada,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
463375,29456,Tri-Gen Fish Improvement Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
461686,11044,Icy Waters Ltd,Yukon,Yukon,CANADA,CANADA,2010
462899,27518,Vale Inco,Ontario,Ontario,CANADA,CANADA,2010
463516,29442,AEG Power Solutions,Ontario,Ontario,CANADA,CANADA,2010
473220,27516,"Mattson Technology, Inc",British Columbia,Colombie-Britannique,UNITED STATES,…TATS-UNIS,2010
463506,4448,Honeywell ASCa Inc.,Ontario,Ontario,CANADA,CANADA,2010
461089,5911,Atomic Energy of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2010
461089,21013,University Network of Excellence in Nuclear Engineering,Ontario,Ontario,CANADA,CANADA,2010
458871,21013,University Network of Excellence in Nuclear Engineering,Ontario,Ontario,CANADA,CANADA,2010
458871,16402,Nu-Tech Precision Metals Inc.,Ontario,Ontario,CANADA,CANADA,2010
461089,16008,Kinectrics Inc.,Ontario,Ontario,CANADA,CANADA,2010
460976,5321,Ericsson Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
467715,5321,Ericsson Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
462908,5234,Dairy Farmers of Canada,Ontario,Ontario,CANADA,CANADA,2010
463565,11884,Mathematics of Information Technology and Complex Systems,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471305,27535,"MinistËre du DÈveloppement Èconomique, de l'innovation et de l'exportation",QuÈbec,QuÈbec,CANADA,CANADA,2010
463565,22959,Consortium for Research and Innovation in Aerospace in Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
471305,30899,SBI Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
463565,4406,Rolls-Royce Canada Ltd,QuÈbec,QuÈbec,CANADA,CANADA,2010
463461,30208,Mozilla Foundation,Ontario,Ontario,CANADA,CANADA,2010
462937,29678,DeckChair Learning Systems Inc.,Ontario,Ontario,CANADA,CANADA,2010
462937,29679,Pacific Flying Club,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
463461,29184,NexJ Systems Inc.,Ontario,Ontario,CANADA,CANADA,2010
462937,27378,Mechtronix Systems Inc,QuÈbec,QuÈbec,CANADA,CANADA,2010
462937,29675,Toronto Airways Ltd,Ontario,Ontario,CANADA,CANADA,2010
462937,29677,Moncton Flight College,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
463461,22012,Red Hat,Ontario,Ontario,CANADA,CANADA,2010
462937,22155,"Red River College of Applied Arts, Science and Technology",Manitoba,Manitoba,CANADA,CANADA,2010
463461,30204,Scenecaster.com Inc.,Ontario,Ontario,CANADA,CANADA,2010
463461,30205,Security Compass Inc.,Ontario,Ontario,CANADA,CANADA,2010
463461,30206,Arius3D Inc.,Ontario,Ontario,CANADA,CANADA,2010
463461,30207,Feral Systems,Ontario,Ontario,CANADA,CANADA,2010
460946,6021,National Research Council of Canada,Ontario,Ontario,CANADA,CANADA,2010
460946,18425,"CoroNeo, Inc.",QuÈbec,QuÈbec,CANADA,CANADA,2010
460965,29385,Department of Fisheries and Aquaculture,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2010
460965,14559,Newfoundland Aquaculture Industry Association,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2010
460965,6142,Fisheries and Oceans Canada,Ontario,Ontario,CANADA,CANADA,2010
467149,30294,Northland Biodiesel Marketing Inc.,Ontario,Ontario,CANADA,CANADA,2010
463178,26604,FPInnovations,QuÈbec,QuÈbec,CANADA,CANADA,2010
461669,28427,Big Dutchman Pig Equipment GmbH,,,GERMANY,ALLEMAGNE,2010
461669,4660,Ontario Pork Producers' Marketing Board,Ontario,Ontario,CANADA,CANADA,2010
461669,30860,Wallenstein Feed & Supply Ltd.,Ontario,Ontario,CANADA,CANADA,2010
461669,28422,AB Vista Feed Ingredients,,,UNITED KINGDOM,ROYAUME-UNI,2010
461669,26426,Chr Hansen,,,DENMARK,DANEMARK,2010
461669,28423,Nutreco Canada Inc.,Ontario,Ontario,CANADA,CANADA,2010
461669,11050,Casco Inc.,Ontario,Ontario,CANADA,CANADA,2010
461669,4748,Agribrands Purina Canada Inc.,Ontario,Ontario,CANADA,CANADA,2010
461669,3162,Rosell Institute Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
462746,5994,Bell Canada,Ontario,Ontario,CANADA,CANADA,2010
463567,16128,Mandel Scientific Company Ltd.,Ontario,Ontario,CANADA,CANADA,2010
461641,2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464111,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
467660,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
467660,25048,Nanometrix Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
467660,26432,CIS Scientific Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
467660,30740,Targray Technology International Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
463520,16600,Teck Cominco Metals Ltd.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
462093,25441,Xstrata Nickel,Ontario,Ontario,CANADA,CANADA,2010
462093,4521,Inmet Mining Corp,Ontario,Ontario,CANADA,CANADA,2010
462093,5093,Agnico-Eagle Mines Ltd,Ontario,Ontario,CANADA,CANADA,2010
462093,14709,Consortium de recherche minÈrale,QuÈbec,QuÈbec,CANADA,CANADA,2010
458244,6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2010
458244,29761,Voith Hydro Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458244,29762,"ElectrificaciÛn del CaronÌ, C.A.",,,VENEZUELA,VENEZUELA,2010
458244,6465,Hydro-Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
458244,16053,ALSTOM Canada Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
458244,29152,Andritz Hydro Ltd,QuÈbec,QuÈbec,CANADA,CANADA,2010
459135,25660,Virtual Consortium for Chairs in Design Engineering,Ontario,Ontario,CANADA,CANADA,2010
459135,16189,TELUS QuÈbec Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
459135,24131,Le RÈseau d'innovation et de dÈveloppement Èconomique du Bas-Saint-Laurent,QuÈbec,QuÈbec,CANADA,CANADA,2010
459135,24129,Corporation de Soutien au DÈveloppement Technologique des PME,QuÈbec,QuÈbec,CANADA,CANADA,2010
459135,24130,Technopole maritime du QuÈbec,QuÈbec,QuÈbec,CANADA,CANADA,2010
459135,5158,Premier Tech Ltd,QuÈbec,QuÈbec,CANADA,CANADA,2010
459135,24128,Carrefour des Sciences et Technologies de l'Est du QuÈbec,QuÈbec,QuÈbec,CANADA,CANADA,2010
461119,27921,Rio Tinto Alcan,QuÈbec,QuÈbec,CANADA,CANADA,2010
469562,30806,Bombardier Recreational Products Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
473030,26407,REGAL Regroupement Aluminium,QuÈbec,QuÈbec,CANADA,CANADA,2010
473030,25100,Alcoa Canada ltÈe,QuÈbec,QuÈbec,CANADA,CANADA,2010
473030,11915,Centre quÈbÈcois de recherche et de dÈveloppement de l'aluminium,QuÈbec,QuÈbec,CANADA,CANADA,2010
463381,8977,Norbord Industries Inc.,Ontario,Ontario,CANADA,CANADA,2010
463381,7241,Alberta Pacific Forest Industries Inc.,Alberta,Alberta,CANADA,CANADA,2010
463037,29266,Transtronic Inc,QuÈbec,QuÈbec,CANADA,CANADA,2010
463037,15286,Bombardier Aerospace,QuÈbec,QuÈbec,CANADA,CANADA,2010
463037,22959,Consortium for Research and Innovation in Aerospace in Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
458217,29277,Shell Albian Sands,Alberta,Alberta,CANADA,CANADA,2010
458217,6431,Syncrude Canada Ltd,Alberta,Alberta,CANADA,CANADA,2010
458217,6483,Imperial Oil Ltd,Ontario,Ontario,CANADA,CANADA,2010
458217,16449,Canadian Natural Resources Limited,Alberta,Alberta,CANADA,CANADA,2010
458217,15218,Albian Sands Energy Inc.,Alberta,Alberta,CANADA,CANADA,2010
458217,4181,Suncor Energy Inc.,Alberta,Alberta,CANADA,CANADA,2010
458217,2668,Ducks Unlimited Canada,Manitoba,Manitoba,CANADA,CANADA,2010
458217,25579,Forest Products Assn of Canada,Ontario,Ontario,CANADA,CANADA,2010
458217,5223,Tolko Industries Ltd,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
458217,3051,Petro-Canada,Alberta,Alberta,CANADA,CANADA,2010
458217,7241,Alberta Pacific Forest Industries Inc.,Alberta,Alberta,CANADA,CANADA,2010
458217,25108,Total E&P Canada Ltd.,Alberta,Alberta,CANADA,CANADA,2010
459242,26581,Raith GmbH,,,GERMANY,ALLEMAGNE,2010
459242,26274,Applied Nanotools Inc.,Alberta,Alberta,CANADA,CANADA,2010
463781,22993,Novelis Inc.,Ontario,Ontario,CANADA,CANADA,2010
459517,27487,Proteomic Methods Inc,Ontario,Ontario,CANADA,CANADA,2010
463168,27487,Proteomic Methods Inc,Ontario,Ontario,CANADA,CANADA,2010
467484,30470,Purelnbox Inc.,Alberta,Alberta,CANADA,CANADA,2010
463291,29392,West Kootenay Herb Growers Cooperative,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
463972,10883,Northern Telecom (US),Texas,Texas,UNITED STATES,…TATS-UNIS,2010
463972,29934,Desire2Learn Incorporated,Ontario,Ontario,CANADA,CANADA,2010
472938,29264,Vale Exploration Canada Inc,Ontario,Ontario,CANADA,CANADA,2010
472938,24627,AngloGold Ashanti Ltd,,,SOUTH AFRICA,AFRIQUE DU SUD,2010
472938,19763,Newmont Mining Corporation,Colorado,Colorado,UNITED STATES,…TATS-UNIS,2010
472938,9460,Barrick Gold Corporation,Ontario,Ontario,CANADA,CANADA,2010
472938,31561,De Beers Canada,Ontario,Ontario,CANADA,CANADA,2010
458205,9841,BHP Diamonds Inc.,Northwest Territories,Territoires du Nord-Ouest,CANADA,CANADA,2010
472938,9841,BHP Diamonds Inc.,Northwest Territories,Territoires du Nord-Ouest,CANADA,CANADA,2010
460041,10987,OPAL-RT Technologies Inc.,QuÈbec,QuÈbec,CANADA,CANADA,2010
462993,2402,IBM Canada Ltd,Ontario,Ontario,CANADA,CANADA,2010
462993,28131,Malina Software Corporation,Ontario,Ontario,CANADA,CANADA,2010
460957,18637,BIOX Corporation,Ontario,Ontario,CANADA,CANADA,2010
460896,2736,Gelda Scientific and Industrial Development Corporation,Ontario,Ontario,CANADA,CANADA,2010
460896,9370,Weetabix of Canada Ltd,Ontario,Ontario,CANADA,CANADA,2010
460896,31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
460896,18593,Micronutrient Initiative,Ontario,Ontario,CANADA,CANADA,2010
460957,22321,Hermann Laue Spice Company Inc.,Ontario,Ontario,CANADA,CANADA,2010
460896,22321,Hermann Laue Spice Company Inc.,Ontario,Ontario,CANADA,CANADA,2010
460896,27821,Partenaris Inc,Ontario,Ontario,CANADA,CANADA,2010
471810,31043,Twenty One Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
472869,31507,Farmboy Fine Arts Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
461105,17220,Teck Cominco Limited,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
472868,27921,Rio Tinto Alcan,QuÈbec,QuÈbec,CANADA,CANADA,2010
467752,4740,Ballard Power Systems Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471487,30925,Altrasense Technologies Ltd.,Ontario,Ontario,CANADA,CANADA,2010
467150,30300,iGO International Inc,Ontario,Ontario,CANADA,CANADA,2010
472987,31163,MYTRAK Health System Inc.,Ontario,Ontario,CANADA,CANADA,2010
472928,4740,Ballard Power Systems Inc.,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
468737,30763,NIMTech Incorporated,Ontario,Ontario,CANADA,CANADA,2010
459262,9896,Research in Motion Limited,Ontario,Ontario,CANADA,CANADA,2010
459262,15096,Canadian Institutes of Health Research,Ontario,Ontario,CANADA,CANADA,2010
459262,10883,Northern Telecom (US),Texas,Texas,UNITED STATES,…TATS-UNIS,2010
459262,27320,HInext,Ontario,Ontario,CANADA,CANADA,2010
463378,27661,Association du Camionnage du Quebec,QuÈbec,QuÈbec,CANADA,CANADA,2010
463378,27663,Colas Canada Inc,QuÈbec,QuÈbec,CANADA,CANADA,2010
463378,16013,Michelin North America (Canada) Inc.,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2010
463378,6405,Transport Canada,Ontario,Ontario,CANADA,CANADA,2010
